p_mw,q_mvar,va_degree,vm_pu,gen,scenario
16.00000000006677,4.843032757910175,-3.5466754291766445,1.0147080921871277,0,0
16.00000000006677,4.803286581969255,-3.540530099989857,1.014528417047617,1,0
25.00000000036831,48.76183117257151,-7.083278834765112,0.9972826278525222,2,0
5.807632400453283e-11,4.14611996022383,-2.928389127835152,1.0259984374150457,3,0
2.4000000002728936,4.177313144441034,-1.5924344743174543,1.0354849043980232,4,0
54.30000000153089,-3.7213718815205103,-1.4619181499344724,1.0337188345946513,5,0
100.00000000475586,37.97094589883836,-0.5107284625007861,1.0383838942071788,6,0
100.00000000475586,-6.238673917364572,-0.13175180208398432,1.0396599439640097,7,0
46.42446936692621,4.598998312829901,4.701615315567151,1.0499910302523199,8,0
54.30000000153089,24.688099775190615,1.0920881609352993,1.0333239493266781,9,0
16.00000022246988,4.8992605116775865,-3.4601455699998436,1.013652429181471,0,1
16.000000222696613,4.8712120557889875,-3.463947533269302,1.013442231736151,1,1
25.000000678163143,48.540665024873256,-5.371265783343155,1.0036580888661555,2,1
-1.1465083059182472e-09,-4.58390014883306,-2.4265906191280906,1.0257563763431368,3,1
2.4000005541927956,4.537089869181952,-0.5124816989404246,1.0367915343156051,4,1
54.30000341048859,-5.971799835094963,-0.6696396096390205,1.0341942472650354,5,1
177.37017390475148,39.759296225447855,1.3213762440845604,1.0410284853731906,6,1
162.39060165893252,-2.43683519820779,1.637592642155017,1.0421073632460192,7,1
49.9999928201741,4.855002970685173,6.3833257974519455,1.0499991499561518,8,1
54.30000317152624,24.95276416898406,0.8364641258854042,1.0312985578720666,9,1
16.000000122971993,5.192325765675124,-3.8502609720712986,1.008230666634689,0,2
16.00000012230493,4.887438088521653,-3.807046094567799,1.0089533408525861,1,2
25.000000373020775,48.453436852904424,-5.344563404384275,1.0064274613639628,2,2
5.462254642821236e-10,-7.350886009726358,-2.292108573979434,1.0257297465295132,3,2
2.4000002955114126,4.975249663788774,-0.8488044757809708,1.035411103655487,4,2
54.30000184645122,-2.549677313884911,-0.7158956444521207,1.0336768641718679,5,2
150.60243912421237,40.186522561683255,1.4920395896192096,1.0410622003575372,6,2
126.36081149406841,0.4678975872124754,2.006350932640519,1.0425486709649037,7,2
49.999996398489436,4.951611506393168,6.582942086693085,1.0499993787283461,8,2
54.300001740461525,23.381347874238813,0.8247040184622845,1.0311132016810505,9,2
16.000000223563564,4.870060757824184,-4.653955220825917,1.018699213224332,0,3
16.00000022385978,4.833425749664241,-4.653887343787589,1.018502355035439,1,3
25.00000068195712,48.803347329215335,-6.686441135709965,1.0081038693157194,2,3
-1.2073626765336275e-09,-2.946192851904313,-4.173100653129833,1.031346280734857,3,3
2.4000005506481807,4.266762702889095,-1.917412118064645,1.0392118523240383,4,3
54.3000034096778,-4.059752866847413,-2.0998941513826552,1.0368540506024468,5,3
153.61905514154807,40.00380022883508,-0.19350697794203212,1.0426812486583914,6,3
137.489222723809,-3.9448284574863135,0.14865177786084444,1.0437399322449206,7,3
49.99999330686735,3.042374434070935,5.27230530859547,1.0499993060982085,8,3
54.30000321494265,23.526236267032026,-0.12113746201805312,1.0323555864541307,9,3
16.000000225891142,4.8702251499547256,-4.664375316371471,1.0186894680453806,0,4
16.000000226186682,4.833867905187762,-4.664302631805108,1.0184925604415582,1,4
25.00000068879407,48.803208491222996,-6.693545348681584,1.0081089769919422,2,4
-1.2047863734344234e-09,-2.923601554709361,-4.1855547003922995,1.0313452960916365,3,4
2.4000005562533366,4.2682633721845376,-1.9341839985846485,1.0391991944470154,4,4
54.3000034423559,-4.095223665774538,-2.1147337348599375,1.0368460902199248,5,4
153.8294582617785,39.9751064648652,-0.21052753109399297,1.0426714840164253,6,4
137.7090901772116,-3.9552659111116633,0.13142491297992204,1.0437301191732693,7,4
49.999993232095775,3.0654349304916666,5.249845869854534,1.0499992925919661,8,4
54.30000324720978,23.505809007151527,-0.12327494286720314,1.0323717347126444,9,4
16.000000271658106,4.865038235882183,-4.543673987920439,1.0190121178944829,0,5
16.000000272049437,4.8244543982972035,-4.5386478812575435,1.0188257094941668,1,5
25.000000826632395,48.932134202764345,-6.717132419714846,1.007777158950869,2,5
-1.328972095414059e-09,-0.9541815731028925,-4.040068877029862,1.0315696862061312,3,5
2.400000668754708,4.3665396932086225,-1.6768069850527527,1.0396440715324315,4,5
