scenario,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,loading_percent,element_type
0,13.470899689697163,-27.92558066284988,-13.466471968312199,-22.88702169064173,16.873409616025786,line
0,-30.58210907229002,39.02870569164112,31.92646972624148,-39.7542790089428,29.59130525966817,line
0,27.350015806495914,18.86723316480752,-27.1219860249501,-20.45638784772617,18.87849081016274,line
0,12.028342996725334,37.0715436323679,-11.533667132113203,-38.76385724314458,23.128259611053632,line
0,25.039659459435086,7.269216684092965,-24.71070752458859,-11.572277683633626,15.279831443984307,line
0,25.86684624848302,-7.072220843149241,-25.644617473323105,4.81202709728602,15.563239499993397,line
0,-45.244077358997046,26.688725342300945,46.005339658561816,-26.50556606930092,30.84180214490324,line
0,-29.833833993826968,9.302944594335383,30.049835157040526,-10.988386712625012,17.816588792620127,line
0,-86.81453850475285,-115.47322863855702,87.84164253483472,-137.55999415941235,90.88422342001475,line
0,77.42095319136654,-18.922744571609755,-76.30675761526258,21.726782854378584,47.93979002721097,line
0,-37.14568817227589,-10.586039419070836,37.83285220722388,9.06189370407847,23.226250317684137,line
0,-21.81544430247504,-39.9558977679868,22.721055333394155,39.08556653768654,27.374715090052206,line
0,-66.83753788503442,23.36417049979721,67.14232277025496,-31.46920846853819,14.539453792761483,line
0,-183.4885205796067,-26.874901429665833,185.23152377157723,30.87001089736979,36.05197567850386,line
0,-73.13432594082383,12.948535504838866,73.46503476282507,-20.797169538004944,14.970987697617577,line
0,-169.7885159777728,-3.752930105500697,173.2065879623745,8.557934670679106,33.1863593743068,line
0,-148.6943755129694,-16.906098318011175,151.0592071328476,15.855780525760583,29.34360302379584,line
0,-335.126987827856,68.65102632612268,340.46315669324537,-36.12549452024588,65.42187953499125,line
0,131.18458359981014,-50.931914230396494,-130.78659107692542,50.095252051433405,27.03506718048303,line
0,-229.4123100660182,17.03659609520638,232.50138914860332,-4.269830060446119,44.29344850298612,line
0,-229.4123100660182,17.03659609520638,232.50138914860332,-4.269830060446119,44.29344850298612,line
0,197.50537348720155,23.398201197709774,-195.04076816325306,-15.87549757122553,38.43305787682164,line
0,-357.37740955014493,53.043310670473964,361.31923274132987,-28.083878621415597,69.16475686379651,line
0,181.41081453926617,-2.2076175514903817,-180.50958835682488,3.85677968687213,34.667066451006185,line
0,-221.07864251523992,14.372910500498314,221.88394124982858,-11.264606809757892,42.31804336779888,line
0,-140.2405856998896,13.71096811009519,142.74042132925538,-18.552143852676185,27.417376274082816,line
0,-45.08456901428568,2.9866121833362693,45.14648360180725,-8.509300380965538,8.750745244164907,line
0,-45.08456901428568,2.9866121833362693,45.14648360180725,-8.509300380965538,8.750745244164907,line
0,20.34337350197227,-16.703318198415047,-20.31697285448381,7.829650589636686,5.051567961940505,line
0,20.34337350197227,-16.703318198415047,-20.31697285448381,7.829650589636686,5.051567961940505,line
0,-31.43389768613862,-18.65300691767982,31.465883512236992,13.903394688455434,6.990168870127318,line
0,-31.43389768613862,-18.65300691767982,31.465883512236992,13.903394688455434,6.990168870127318,line
0,-155.29576792226857,19.857602239063908,157.25944102528425,-20.25406864564768,30.201644159128737,line
0,195.0407662649909,15.875501371665601,-194.13970946829104,16.993483516648652,49.48256161594549,trafo
0,97.64979401463656,19.315287233167343,-97.42135243365662,-10.982135648725446,24.915159355427566,trafo
0,94.16169802887948,12.997306245864571,-93.9512339417399,-5.3199423715120595,23.91470845046196,trafo
0,152.67626438400254,-15.804551810592699,-152.1435891997979,35.23561613875176,38.045852777923876,trafo
0,148.76114421754468,-22.192906522143623,-148.2443740981494,41.043781747041486,37.47354571950134,trafo
1,20.16324930427453,-21.39753088966082,-20.152668491201116,-24.951827339116146,18.276336948812922,line
1,-52.54599128299142,34.58454222733575,54.80368998125835,-31.380381864001134,37.50113275442995,line
1,10.27072389708074,6.258909600334669,-10.236000381676913,-8.411453162262639,7.607645772652916,line
1,-3.8512474852886487,26.40635827254349,4.114192841331751,-28.724446857604292,17.118343336562955,line
1,12.66501563513501,-1.3582940433632302,-12.584962854871776,-3.518169623236279,7.50905309060578,line
1,37.328801057559566,-15.345012270137534,-36.80148110971819,14.380447722043813,23.96656458796703,line
1,-60.89197845487093,16.64935131174659,62.04327909394697,-14.831438580067715,37.626397620710215,line
1,-46.71985529542618,-2.7419539804755297,47.22295087181682,2.2925689106542304,26.873542900237407,line
1,-98.94030520653631,-118.28445196319535,100.31785224636461,-122.24238653786827,89.64004453249224,line
1,-29.024844361132573,40.96630756610005,29.45688989889491,-40.84373569541596,30.153028595141567,line
1,-90.93201488637693,21.594654747146457,95.07052850499043,-9.726250544781113,56.368633280682545,line
1,-73.79263607813881,-9.56607733119554,76.37225748299933,15.233485860086054,44.554864724485974,line
1,-86.90344117875452,7.174560174444533,87.3554384604868,-14.038429699105626,17.348287996796007,line
1,-238.7871798483675,-36.77073540905755,241.802023432243,50.69219008853463,47.38504634113958,line
1,-96.23462697553097,-8.759008058945415,96.78759379457563,2.7667886042971155,19.107073019740724,line
1,-217.77280259575096,-0.7247321436553013,223.53204397584472,24.016275022131797,43.06033205912846,line
1,-192.23006443196817,-5.062132811141451,196.1745668554911,16.3218768465114,37.705236330701894,line
