load_scenario,load,p_mw,q_mvar
0,0,89.2019939245564,17.42173541970882
0,1,79.63063124579406,15.271181130828841
0,2,136.3463934447069,29.833025139679105
0,3,56.77774606002355,12.075137407737795
0,4,56.95582195982185,11.153449334576656
0,5,111.52524731808016,22.916228504935003
0,6,104.02484213106791,18.92274135187116
0,7,135.26789016359373,28.815154499732103
0,8,133.17901304630493,28.933727339070344
0,9,159.77543249721865,33.18342452386831
0,10,215.08704383281193,42.194879574778135
0,11,149.89546159895374,31.51015918081009
0,12,243.50770546957315,49.45869349469631
0,13,76.35706360936841,15.19404659241112
0,14,268.2851639645037,56.663380594743586
0,15,139.82284256013986,29.5498568282211
0,16,103.50174157210796,21.646712759507164
1,0,85.72849266409963,17.263963651532894
1,1,76.84375771320286,16.39945472911555
1,2,141.0746040054114,28.94015646286923
1,3,58.995390615089846,11.66434664020727
1,4,58.217100197543864,11.264858201462339
1,5,104.45275702716307,21.190842427586606
1,6,100.60337994308178,20.078827415775688
1,7,137.64008589604606,28.508116293334126
1,8,143.07781952094174,27.07733762576717
1,9,148.65816756147902,31.828460344403332
1,10,205.43263932097625,40.522799474196695
1,11,159.30738506508845,32.131160012317814
1,12,259.5448342147278,51.19233118760644
1,13,80.61314087375382,16.067049148577492
1,14,273.9191410697737,54.092504388252806
1,15,144.56269194382486,28.778398710991315
1,16,104.94781433862342,21.2864755754163
2,0,81.69406491275467,16.55711372630883
2,1,73.74754209940396,16.1039964921699
2,2,140.8573116686059,29.22687417999673
2,3,56.4441478078824,11.734698481677995
2,4,56.91667030327854,11.222029521646151
2,5,110.24335685863349,20.800365749102696
2,6,97.5949430109067,20.132632220246766
2,7,129.96266294605482,26.947657925192495
2,8,135.3643760158812,27.98164944041708
2,9,155.64757125888443,30.849944988180006
2,10,213.31846376302758,42.1458174545725
2,11,145.29837901480224,31.433576641940608
2,12,235.4557653698279,52.075518516668794
2,13,79.01589907222335,15.618147250935627
2,14,247.3778781247761,52.10179620964367
2,15,140.0601944952364,28.607500053559324
2,16,94.85951186176726,20.759631201816706
3,0,82.75066565184923,17.1159937669223
3,1,75.9266001767315,15.253446763109027
3,2,134.79255329435222,28.69105000653504
3,3,57.22134937081911,11.274310495631132
3,4,55.31893420550102,10.939705307120851
3,5,108.11382432278434,22.301789866130903
3,6,92.73333844496152,18.623528152464775
3,7,134.80544613646958,26.672903058378935
3,8,129.24905003354831,27.15608214653065
3,9,152.94257468042997,30.730872310697464
3,10,207.7621485317306,41.74634684213121
3,11,151.3401483540405,29.80669784570286
3,12,241.2396829119228,49.9833241871927
3,13,78.72643315913604,15.110775201808512
3,14,256.5881931168858,50.68434003871565
3,15,142.50269519252876,26.98002304328082
3,16,96.3229816947241,19.577814645620833
4,0,80.66173633247209,17.184208390669305
4,1,73.90021474866438,15.933334853467876
4,2,135.36533464532937,28.30372850614616
4,3,55.846741821487406,11.370376301664196
4,4,54.359128798031165,11.087672169214065
4,5,99.8321077171451,21.034592708980025
4,6,90.7326722273566,18.345191670133996
4,7,124.87683265129972,26.068406161985997
4,8,130.84105713006824,26.882382803694487
4,9,145.19687565453378,29.47745624067296
4,10,204.30968512235953,42.80967941500931
4,11,143.33799805699886,29.688863572528707
4,12,245.55871941830196,50.48772482745861
4,13,79.40559663747014,15.663700779246339
4,14,259.26836701955557,53.589669682217156
4,15,132.33723204663073,27.503107662077532
4,16,96.6477130493932,20.37988345808026
5,0,85.29419755667347,17.13789777199151
5,1,73.67553357618114,14.382018905788769
5,2,130.68501412098004,26.771947075224876
5,3,58.72608047469316,11.68674635757448
5,4,52.928478984437,10.936518666936825
5,5,105.88996552042931,20.744567301308155
5,6,92.91415341458108,18.094883453019083
5,7,127.57141105066228,27.06652052469126
5,8,128.02351768680944,27.528250446657562
5,9,145.03114658553514,31.0359211412487
5,10,206.5295903042599,41.79842138837091
5,11,145.83745773083726,28.60697446483403
5,12,238.94067165014596,50.61498546701827
5,13,77.78619030142475,14.969205446300816
5,14,259.8791984141715,53.09059173895885
5,15,138.7356426777289,27.82892690063525
5,16,100.75582151219862,19.500773222817735
6,0,77.65565894735735,16.80860583454684
6,1,73.22022627669085,15.297959711210565
6,2,133.9025452243405,28.353896952627327
6,3,54.00346294921099,11.89009818350107
6,4,51.866254760937,10.653392295206135
6,5,103.62096357096749,21.65159508644831
6,6,96.92824635349552,19.517082036051935
6,7,135.50599726025672,26.095609421855627
6,8,127.9888410573143,26.742268377410753
6,9,151.78814017293004,30.996566370601602
6,10,205.50463081941518,42.545152570268236
6,11,149.9333948125051,29.382876490496045
6,12,229.96100345336106,48.337662806327565
6,13,76.46981123303249,15.573223162030807
6,14,249.67039016023358,50.05854948386689
6,15,133.85388013203553,28.356679414027003
6,16,101.2784365103948,19.322607236422698
7,0,79.51867329338936,16.67511134651389
7,1,73.41466880356302,15.317860026450973
7,2,136.58100374788984,28.76519979672121
7,3,55.825474983202426,11.847319201293718
7,4,54.31672602415622,10.780773632042767
7,5,103.64815027115047,21.91133770839214
7,6,92.45188046838204,18.56996518265786
7,7,133.26642235269904,25.882448994888286
7,8,138.42566342152006,28.00949415416035
7,9,147.0611214783047,29.209654099166297
7,10,191.31552851355414,42.551652398473486
7,11,147.8032935120583,30.71604304857684
7,12,241.27494015778518,49.43334805181077
7,13,78.41295625067832,14.847453783215563
7,14,244.64896001837835,49.94015027111338
7,15,141.86815868577244,27.871989510858707
7,16,96.36448771019857,20.166034299772868
8,0,81.77839188269327,16.14463892011436
8,1,76.42716924127757,15.28550670828621
8,2,141.36652615028044,29.802189785502478
8,3,57.823049308469265,12.012641721966833
8,4,53.504255315934245,11.203677786629466
8,5,103.24832165013588,22.270201821679333
8,6,96.32223296153855,18.999914615187578
8,7,131.21362490253242,26.68190732940357
8,8,133.58435458575195,26.445535523552934
8,9,153.1253112002672,31.86212711317174
8,10,201.25747787786838,41.88068594480481
8,11,147.82358095167814,28.589647447898493
8,12,246.75679389106455,50.85163958863394
8,13,78.08391462612167,14.695117028739075
8,14,243.8940675841569,53.31569951206212
8,15,144.87637865416227,27.93846095816587
8,16,100.70175786282842,19.11723949790473
9,0,83.64879159943908,16.69839802389966
9,1,72.23430158978977,15.349595508202281
9,2,132.6522789930468,27.289598440082187
9,3,56.78545292030087,11.518333432990582
9,4,57.07600716808234,10.985972215717737
9,5,105.47623815905541,21.31366361156879
9,6,99.1434761450061,19.39211080914659
9,7,130.48092890946654,26.032726930638244
9,8,139.62671549439267,28.36471713832691
9,9,145.89380299178595,30.302899712897343
9,10,214.352942028455,41.99169767651006
9,11,147.82881655473278,31.34289384013199
9,12,250.83407006584574,48.918502248222005
9,13,76.83460607517853,16.18042247171338
9,14,260.2906809389467,51.7562435694828
9,15,147.327740865285,28.371361074483236
9,16,99.5745771557281,19.25205110247556
10,0,87.57613683125776,16.53395647570861
10,1,74.73178171279095,15.59823109298513
10,2,140.55227522299944,29.6532362268509
10,3,60.724043542460734,11.714427723985066
10,4,58.365920981241196,11.323934579047338
10,5,105.44784279405208,22.70798407311779
10,6,94.08661396423904,20.24999675144688
10,7,138.94780050717233,28.095407723228845
10,8,139.01014155836896,29.074658537498596
10,9,158.15016541886374,32.84748566463685
10,10,199.8327509277203,42.546969106298555
10,11,157.1431120044297,30.066917866983648
10,12,245.1925124508305,48.94173262833153
10,13,81.36165877391736,15.502918669783272
10,14,259.64605782356114,52.24032131376991
10,15,145.99392916815734,28.239064254434975
10,16,100.65495187659222,20.262567711061177
11,0,81.50753618767482,18.120248406691648
11,1,73.1112858588429,15.6088912924981
11,2,138.80874108278883,29.333199189119938
11,3,59.540694602172,12.049870584439265
11,4,57.29756176961242,11.228004953017908
11,5,107.47615718926107,21.02809813689371
11,6,100.21548405322578,19.97527540642904
11,7,135.20431247395626,26.2070531864114
